"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10375,1612156730307x946728899847914200,"Clyde Edwards-Helaire",PSA,55620711,2020,"Panini Prizm",328,Base,"PSA 9",Football,10.00
10373,,"Justin Herbert",PSA,55620713,2020,"Panini Chronicles DP",5,Phoenix,"PSA 9",Football,
10372,1651014359478x562119696561046000,"Lebron James",PSA,55620714,2019,"Panini Chronicles",561,Base,"PSA 9","Basketball ",16.95
10371,,"Jerry Jeudy",PSA,55620715,2020,"Panini Illusions",II13,Relics,"PSA 9",Football,
10370,,"Wander Franco",PSA,55620716,2020,"Bowman Chrome",BCP163,"Mega Box","PSA 10","Baseball ",
10368,1608510327937x599633607762894100,"Chase Claypool",PSA,55620718,2020,"Panini Mosaic",220,Base,"PSA 9",Football,6.28
10367,,"EJ Montgomery",PSA,55620719,2020,"Panini Prizm DP",PAEJ,"Auto Pink Ice","PSA 10",Football,
10366,,"Jesus Luzardo",PSA,55620720,2020,"Topps Gallery",33,"Auto Green","PSA 10","Baseball ",
10347,1648165857435x942868339856947500,Garnett,PSA,55637111,1995,Ultra,274,Base,"PSA 8","Basketball ",4.26
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10355,1644697526776x368792727765783400,"Shaquille O'Neal ",PSA,55637115,1992,"Upper Deck",AD1,Base,"PSA 10","Basketball ",107.50
10354,1647305611467x390312370633068000,"Kevin Garnett",PSA,55637116,1995,Hoops,272,Base,"PSA 8","Basketball ",12.00
10357,1617720538311x524391894379900400,"Kevin Garnett",PSA,55637117,1995,"Metal ",167,Base,"PSA 8","Basketball ",4.25
10353,1617720538311x524391894379900400,"Kevin Garnett",PSA,55637118,1995,"Metal ",167,Base,"PSA 8","Basketball ",4.25
10352,1646071715551x308941143388994100,"Shaquille O'Neal",PSA,55637119,1994,"SP Holoviews",PC29,"Premium Collection","PSA 8","Basketball ",
10351,1624294831160x962210224860037100,"Shaquille O'Neal",PSA,55637120,1992,Stadium,201,Base,"PSA 9","Basketball ",
11511,1646615831806x367140882016156160,Magmar,PSA,55708734,1999,Pokemon,36,Shadowless,"PSA 8",Pokemon,
11494,1646615715931x900203389884846300,Growlithe,PSA,55708735,1999,Pokemon,28,Shadowless,"PSA 7",Pokemon,6.50
11331,1646615601671x799109449224730100,Ponyta,PSA,55708740,1999,Pokemon,60,Shadowless,"PSA 10",Pokemon,54.00
11399,1646615601671x799109449224730100,Ponyta,PSA,55708741,1999,Pokemon,60,Shadowless,"PSA 10",Pokemon,54.00
11518,1651878787701x190577633757620380,Chinchou,PSA,55708745,2000,"Pokemon Neo",55,"1st Edition","PSA 8",Pokemon,14.50
11377,,Pikavhu,PSA,55708746,1999,"Pokemon Jungle",,60,"PSA 4",Pokemon,
11439,1646615796809x161439017552549760,Koffing,PSA,55708751,1999,Pokemon,51,Shadowless,"PSA 9",Pokemon,49.00
11428,1646615796809x161439017552549760,Koffing,PSA,55708752,1999,Pokemon,51,Shadowless,"PSA 7",Pokemon,
11433,1646615667191x719174679918470800,Weedle,PSA,55708754,1999,Pokemon,69,Shadowless,"PSA 9",Pokemon,14.52
11398,1646615667191x719174679918470800,Weedle,PSA,55708755,1999,Pokemon,69,Shadowless,"PSA 9",Pokemon,14.52
11480,1646615667191x719174679918470800,Weedle,PSA,55708756,1999,Pokemon,69,Shadowless,"PSA 7",Pokemon,
11449,1646615804057x756607534458422200,Nidorino,"PSA ",55708759,1999,Pokemon,37,Shadowless,"PSA 6",Pokemon,
11680,1646715224636x642316478997435400,Muk,PSA,55708760,1999,"Pokemon Fossil",28,"1st Edition","PSA 5",Pokemon,10.50
11597,1646715327435x316864409850081900,Ekans,PSA,55708761,1999,"Pokemon Fossil",46,"1st Edition","PSA 8",Pokemon,15.50
11327,1646715333522x581149266386416400,Weezing,PSA,55708762,1999,Pokemon,45,"1st Edition","PSA 7",Pokemon,
11350,1646715333522x581149266386416400,Weezing,PSA,55708763,1999,"Pokemon Fossil",45,"1st Edition","PSA 8",Pokemon,14.52
11665,1646615564478x259160645652343200,Beedrill,PSA,55708766,1999,Pokemon,17,Shadowless,"PSA 7",Pokemon,20.00
11659,1647324623846x936759846142849300,"Dark Gloom",PSA,55708767,2000,"Pokemon Rocket",36,"1st Edition","PSA 8",Pokemon,14.91
11490,1646715310507x189972650408051460,Shellder,PSA,55708770,1999,"Pokemon Fossil",54,"1st Edition","PSA 8",Pokemon,15.50
11320,1646715243317x424326715010215700,Psyduck,PSA,55708771,1999,Pokemon,53,"1st Edition","PSA 7",Pokemon,
11402,1646715266076x992694150386086400,Omanyte,PSA,55708772,1999,"Pokemon Fossil",52,"1st Edition","PSA 9",Pokemon,17.01
11502,1646615612495x205483455906786180,Staryu,PSA,55708773,1999,Pokemon,65,Shadowless,"PSA 9",Pokemon,13.40
11666,1646615612495x205483455906786180,Staryu,PSA,55708774,1999,Pokemon,65,Shadowless,"PSA 8",Pokemon,18.99
11397,1646615612495x205483455906786180,Staryu,PSA,55708775,1999,Pokemon,65,Shadowless,"PSA 7",Pokemon,
11656,1646615612495x205483455906786180,Staryu,PSA,55708776,1999,Pokemon,65,Shadowless,"PSA 7",Pokemon,
11651,1646615555303x262542813087039070,Dewgong,PSA,55708777,1999,Pokemon,25,Shadowless,"PSA 8",Pokemon,
11361,1646715219217x752935509730224600,Golduck,PSA,55708782,1999,"Pokemon Fossil",35,"1st Edition","PSA 8",Pokemon,19.95
11434,1646615745028x409270641216094700,Starmie,PSA,55708788,1999,Pokemon,64,Shadowless,"PSA 7",Pokemon,
11299,1646615745028x409270641216094700,Starmie,PSA,55708789,1999,Pokemon,64,Shadowless,"PSA 9",Pokemon,30.00
11435,1646615745028x409270641216094700,Starmie,PSA,55708790,1999,Pokemon,64,Shadowless,"PSA 6",Pokemon,2.25
11667,1646615755414x477363106373318140,Magikarp,PSA,55708792,1999,Pokemon,35,Shadowless,"PSA 6",Pokemon,
11668,1646615755414x477363106373318140,Magikarp,PSA,55708793,1999,Pokemon,35,Shadowless,"PSA 7",Pokemon,45.00
11396,1646615740043x138021069847670700,Poliwhirl,PSA,55708795,1999,Pokemon,38,Shadowless,"PSA 6",Pokemon,9.99
11343,1647324632566x170641578450199550,Drowzee,PSA,55708796,2000,"Pokemon Team Rocket",54,"1st Edition","PSA 4",Pokemon,
11647,1646615685642x107014123703291550,Abra,PSA,55708798,1999,Pokemon,43,Shadowless,"PSA 10",Pokemon,67.00
11303,1646715319254x507442003633295000,Gastly,PSA,55708799,1999,Pokemon,33,"1st Edition","PSA 7",Pokemon,
11420,1646615499029x668266661611859600,Gastly,PSA,55708800,1999,Pokemon,50,Shadowless,"PSA 7",Pokemon,
11421,1646615499029x668266661611859600,Gastly,PSA,55708801,1999,Pokemon,50,Shadowless,"PSA 7",Pokemon,
11654,1646615472637x868286946654966500,Jynx,PSA,55708802,1999,Pokemon,31,Shadowless,"PSA 7",Pokemon,
11509,1646715267194x477640430323882800,Slowpoke,PSA,55708803,1999,"Pokemon Fossil",55,"1st Edition","PSA 9",Pokemon,15.52
11344,1646715267194x477640430323882800,Slowpoke,PSA,55708804,1999,"Pokemon Fossil",55,"1st Edition","PSA 8",Pokemon,15.27
11491,1646715267194x477640430323882800,Slowpoke,PSA,55708805,1999,"Pokemon Fossil",55,"1st Edition","PSA 4",Pokemon,
11496,1646615685642x107014123703291550,Abra,PSA,55708806,1999,Pokemon,43,Shadowless,"PSA 7",Pokemon,25.00
11364,1646615685642x107014123703291550,Abra,PSA,55708807,1999,Pokemon,43,Shadowless,"PSA 9",Pokemon,28.00
11443,1646615674702x117614731329038770,Kadabra,PSA,55708812,1999,Pokemon,32,Shadowless,"PSA 7",Pokemon,
11643,1646615712632x845763950792090900,Diglett,PSA,55708814,1999,Pokemon,47,Shadowless,"PSA 8",Pokemon,14.00
11418,1646615712632x845763950792090900,Diglett,PSA,55708815,1999,Pokemon,47,Shadowless,"PSA 7",Pokemon,9.99
11419,1646615732052x132110181328188860,Dugtrio,PSA,55708816,1999,Pokemon,19,Shadowless,"PSA 7",Pokemon,
11621,1646715245308x881243787827914600,Kabuto,PSA,55708822,1999,"Pokemon Fossil",50,"1st Edition","PSA 8",Pokemon,19.00
11664,1646615652095x484035246140009500,Machop,PSA,55708823,1999,Pokemon,52,Shadowless,"PSA 8",Pokemon,13.50
11411,1646615739094x318578522388575080,Machoke,PSA,55708824,1999,Pokemon,34,Shadowless,"PSA 6",Pokemon,
11413,1646615739094x318578522388575080,Machoke,PSA,55708825,1999,Pokemon,34,Shadowless,"PSA 7",Pokemon,
11438,,Gilgar,PSA,55708826,2000,"Pokemon Neo Genesis","1st Edition",59,"PSA 8",Pokemon,
11640,1646615572483x515328087963102600,Rattata,PSA,55708834,1999,Pokemon,61,Shadowless,"PSA 9",Pokemon,15.50
11450,1646615572483x515328087963102600,Rattata,PSA,55708835,1999,Pokemon,61,Shadowless,"PSA 8",Pokemon,35.00
11460,1646615589531x733318685416423300,Farfetch'd,PSA,55708837,1999,Pokemon,27,Shadowless,"PSA 8",Pokemon,16.01
11646,1646615614550x732424336180233200,Raticate,PSA,55708838,1999,Pokemon,40,Shadowless,"PSA 6",Pokemon,
11653,1646615492143x605753627316480100,"Computer Search",PSA,55708849,1999,Pokemon,71,Shadowless,"PSA 8",Pokemon,
11483,,Pulsepower,PSA,55708854,1999,Pokemon,"1st Edition",84,"PSA 6",Pokemon,
11319,1646715262171x413981920061921660,"Mysterious Fossil",PSA,55708855,1999,Pokemon,62,"1st Edition","PSA 8",Pokemon,12.50
11492,1646715220205x390725690027993200,Recycle,PSA,55708856,1999,"Pokemon Fossil",61,"1st Edition","PSA 6",Pokemon,4.49
10462,1612156723835x624953602041068400,"Chase Young",PSA,55728587,2020,Prizm,383,"Silver Prizm","PSA 9",Football,17.50
13003,,"Frank Thomas",PSA,55758940,1990,Topps,414,"Name on Front","PSA 7.5",Baseball,
13004,,"Frank Thomas",PSA,55758942,1990,Topps,414,"Name on Front","PSA 8",Baseball,
12993,1649636091392x137217086304813060,"Michael Jordan",PSA,55758945,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12994,1649636091392x137217086304813060,"Michael Jordan",PSA,55758947,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12995,1649636091392x137217086304813060,"Michael Jordan",PSA,55758949,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
13000,1649636091392x137217086304813060,"Michael Jordan",PSA,55758950,1994,"Fleer Procards",633,Base,"PSA 8.5",Baseball,
12996,1649636091392x137217086304813060,"Michael Jordan",PSA,55758952,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12997,1649636091392x137217086304813060,"Michael Jordan",PSA,55758953,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12998,1649636091392x137217086304813060,"Michael Jordan",PSA,55758954,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12999,1649636091392x137217086304813060,"Michael Jordan",PSA,55758955,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
13005,1649636091392x137217086304813060,"Michael Jordan",PSA,55758956,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
13001,1649636091392x137217086304813060,"Michael Jordan",PSA,55758957,1994,"Fleer Procards",633,Base,"PSA 8",Baseball,12.59
13002,1649636091392x137217086304813060,"Michael Jordan",PSA,55758958,1994,"Fleer Procards",633,Base,"PSA 8",Baseball,12.59
12839,1649552436703x966146171663810600,"Russell Wilson ",PSA,55758962,2012,"Topps Prime",78,"Silver Rainbow","PSA 5",Football,
10390,1651013059601x516201282823338000,"Tyler Herro",PSA,55866112,2019,"Panini Chronicles",518,Base,"PSA 10","Basketball ",15.50
10342,1651035456613x750459092413114900,"Coby White",PSA,55866136,2019,Chronicles,583,Base,"PSA 10","Basketball ",
10394,1651021772304x368172123629249200,"Kendrick Nunn",PSA,55866139,2019,"Panini Chronicles",106,Bronze,"PSA 8","Basketball ",4.99
10391,1651015983521x365651670302884700,"Tyler Herro",PSA,55866181,2019,"Panini Chronicles",185,Base,"PSA 8","Basketball ",3.50
10395,1651034025641x388126627274189700,"Coby White",PSA,55866190,2019,"Panini Chronicles",145,Base,"PSA 9","Basketball ",4.84
10393,1651021682910x282522815094900400,"Coby White",PSA,55866224,2019,"Panini Chronicles",121,Base,"PSA 10","Basketball ",6.02
13468,,"Larry Bird/Brown/Brewer",PSA,55897423,1980,Topps,,base,"PSA 7",,
13469,,"Larry Bird/May/Sikma",PSA,55897428,1980,Topps,,base,"PSA 7",,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11628,,Exeggcute,PSA,55925292,1999,"Pokemon Jungle",,35,"PSA 9",Pokemon,
11604,,Exeggcute,PSA,55925293,1999,"Pokemon Jungle",,35,"PSA 8",Pokemon,
11358,,Paras,PSA,55925340,2000,"Pokemon Rocket",,59,"PSA 8",Pokemon,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11645,1646615674702x117614731329038770,Kadabra,PSA,55925363,1999,Pokemon,32,Shadowless,"PSA 8",Pokemon,46.00
11318,,"Dark Primape",PSA,55925388,2000,Pokemon,,43,"PSA 9",Pokemon,
11347,1647324604545x285739350734517400,Meowth,PSA,55925402,2000,"Pokemon Rocket",62,"1st Edition","PSA 8",Pokemon,14.52
11427,,Eevee,PSA,55925405,1999,"Pokemon Rocket",,55,"PSA 9",Pokemon,
11532,,"Imp. Oak's Revenge",PSA,55925414,2000,"Pokemon Rocket",,76,"PSA 4",Pokemon,
11464,,"Potion Energy",PSA,55925419,2000,"Pocket Rocket",,82,"PSA 4",Pokemon,
10573,1586572959797x422269147987312640,"Juan Soto",PSA,55991241,2018,"Topps Update",US300,Batting,"PSA 8",Baseball,20.50
10307,1609036028431x303113057009980700,"Tom Brady ",PSA,55998140,2020,"Mosaic ",135,"Mosaic Reactive Orange","PSA 9",Football,26.00
10857,1593727974553x877700529242767400,"Ja Morant",PSA,55998141,2019,"Panini Mosaic",219,Base,"PSA 10","Basketball ",55.00
10444,1644704768927x805470513510406500,"Gavin Lux ",PSA,55998142,2020,"Allen & Ginter",99,"Silver Portrait","PSA 10",Baseball,18.50
10837,1644704755582x660406736219191900,"Tom Brady",PSA,55998143,2020,"Donruss Elite",84,Base,"PSA 10",Football,237.50
10085,1644990387737x855070237246499000,"Stephen Curry",PSA,55998145,2019,Mosaic,70,"Reactive Blue","PSA 10","Basketball ",42.00
10083,1651014276872x473692878886580200,"Stephen Curry",PSA,55998146,2019,Chronicles,546,Silver,"PSA 10","Basketball ",51.00
10605,,"Bo Bichette",PSA,55998147,2020,"Topps A & G",112,,"PSA 10",Baseball,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10617,1606879806545x537145074418188300,"Bo Bichette",PSA,55998148,2020,"Topps Chrome",150,Base,"PSA 10",Baseball,31.21
11123,1651029691409x785847370876904300,"Tyler Herro",PSA,55998149,2019,Chronicles,277,Pink,"PSA 10","Basketball ",20.50
10789,1651020249269x434805656053859140,"Coby White",PSA,55998150,2019,Chronicles,295,Base,"PSA 10","Basketball ",8.10
10604,1606879806545x537145074418188300,"Bo Bichette",PSA,55998151,2020,"Topps Chrome",150,Base,"PSA 10",Baseball,31.21
11124,1650410824132x916122388605406500,"Tyler Herro",PSA,55998154,2019,Mosaic,223,Base,"PSA 10","Basketball ",11.84
10109,1650410824132x916122388605406500,"Tyler Herro ",PSA,55998155,2019,"Mosaic ",223,Base,"PSA 9","Basketball ",15.50
10788,1644770374166x755859031894264800,"Coby White",PSA,55998156,2019,"Panini Mosaic",211,Base,"PSA 8","Basketball ",3.25
10136,1613960989826x735530381621651800,"Ja Morant",PSA,55998157,2019,Mosaic,274,Base,"PSA 10","Basketball ",34.10
10146,1613960989826x735530381621651800,"Ja Morant",PSA,55998158,2019,Mosaic,274,Base,"PSA 9","Basketball ",23.01
10584,,"Vlad Guerrero Jr.",PSA,55998159,2019,"Topps Chrome",21,Update,"PSA 10",Baseball,
10583,,"Vlad Guerrero Jr.",PSA,55998160,2019,"Topps Chrome",21,Update,"PSA 10",Baseball,
10314,,"Tom Brady 298",PSA,55998163,2020,"Mosaic ",298,"Pink Camo","PSA 10",Football,
10305,,"Tom Brady 298",PSA,55998164,2020,"Mosaic ",298,"Reactive Blue","PSA 10",Football,
10423,1608510897313x733618012749991600,"Jerry Jeudy",PSA,55998166,2020,"Mosaic ",206,"Mosaic Reactive Orange","PSA 8",Football,10.50
10473,1608510325143x952978007776527100,"Jordan Love",PSA,55998167,2020,"Mosaic ",211,Base,"PSA 9",Football,10.00
10469,,"Drew Lock",PSA,55998168,2020,"Mosaic ",66,"Reactive Blue","PSA 9",Football,
10322,,"Jake Fromm",PSA,55998177,2020,"Mosaic ",242,"Pink Camoo","PSA 9",Football,
10397,,"KJ Hamler",PSA,55998178,2020,"Mosaic ",219,"Silver Prizm","PSA 10",Football,
10823,1607573694589x255561633871953900,"Jalen Hurts",PSA,55998179,2020,"Panini Mosaic",222,Base,"PSA 10",Football,34.50
10406,1617024211442x598622238640368400,"Jalen Hurts ",PSA,55998180,2020,"Mosaic ",265,"Mosaic Green","PSA 10",Football,46.00
10191,1607573786691x531997312005439500,"Jalen Hurts",PSA,55998187,2020,"Panini Mosaic ",265,Base,"PSA 9",Football,7.50
10324,1608510926613x503094446442050200,"Jake Fromm",PSA,55998190,2020,"Mosaic ",242,"Mosaic Reactive Orange","PSA 10",Football,30.00
10398,,"CJ Henderson ",PSA,55998191,2020,"Mosaic ",246,"Silver Prizm","PSA 9",Football,
10414,1644704766220x331620752987303900,"Justin Jefferson 270",PSA,55998194,2020,"Mosaic ",270,"Reactive Orange","PSA 10",Football,53.95
10416,1644704753147x239931561335082750,"Justin Jefferson 270",PSA,55998195,2020,"Mosaic ",270,"Reactive Green","PSA 10",Football,48.00
10413,1644704766220x331620752987303900,"justin jefferson  ",PSA,55998196,2020,mosaic,270,"Reactive Orange","PSA 10",Football,53.95
11261,,"Ronny Mauricio",PSA,56125119,2020,"Bowman Chrome",BCP28,"Sapphire Orange","PSA 10",Baseball,
10232,1605282163883x843626351064898000,"Hunter Renfrow ","PSA ",56145776,2019,"Prizm ",357,"Prizm Silver","PSA 10",Football,
10234,,"Tua Tagovailoa ",PSA,56145777,2020,"Prizm Draft Picks ",101,"Silver Prizm","PSA 9",Football,
10213,,"Ceedee Lamb",PSA,56145780,2020,"Panini Chronicles Draft Picks Donruss Optic Rated Rookies ",5,Blue,"PSA 9",Football,
10193,,"J. Hurts / T. Tagovailoa",PSA,56145792,2020,"Contenders DP",10,"Collegiate Connections","PSA 9",Football,
10194,,"J. Hurts / T. Tagovailoa","PSA ",56145793,2020,"Contenders DP",8,Legacy,"PSA 9",Football,
10195,,"Joe Burrow",PSA,56145794,2020,"Contenders DP",1,"Game Day Ticket","PSA 9",Football,
10196,,Herbert/Mariota,"PSA ",56145795,2020,"Contenders DP",6,Legacy,"PSA 10",Football,
10197,,"Justin Herbert/Marcus Mariota","PSA ",56145795,2020,"Contenders DP",6,Legacy,"PSA 9",Football,--
10198,,"Jake Breeland/Justin Herbert","PSA ",56145797,2020,"Contenders DP",8,"Collegiate Connections","PSA 9",Football,
10199,,Burrow/Jefferson,"PSA ",56145798,2020,"Contenders DP",5,"Collegiate Connections","PSA 7",Football,
10200,,Burrow/Jefferson,"PSA ",56145799,2020,"Contenders DP",5,"Collegiate Connections","PSA 8",Football,
10201,,"joe burrow","PSA ",56145800,2020,"Contenders DP",1,"Draft Class","PSA 8",Football,
10174,,"Clyde Edwards-Helaire/Joe Burrow",PSA,56145805,2020,"Panini Contenders Draft Picks Collegiate Connections ",17,"Collegiate Connections","PSA 9",Football,
10179,,"Justin Herbert",PSA,56145809,2020,"Panini Playoff  ",BTN26,"Behind the numbers","PSA 10",Football,
10180,,"Tua Tagovailoa",PSA,56145810,2020,"Panini Playoff",BTN25,"Behind the numbers","PSA 9 ",Football,
10295,,"Tua Tagovailoa",PSA,56145811,2020,"Panini Playoff  ",RW3,"Rookie Wave","PSA 9",Football,
10296,,"Tua Tagovailoa",PSA,56145812,2020,"Panini Playoff",RW3,"Rookie Wave","PSA 9",Football,
10297,,"Justin Herbert",PSA,56145813,2020,"Panini Playoff ",CA19,"Call to Arms","PSA 9",Football,
10298,,"Joe Burrow",PSA,56145814,2020,"Panini Playoff ",RW1,"Pink Rookie Wave ","PSA 9",Football,
10299,,"Justin Herbert",PSA,56145815,2020,"Panini Playoff ",RW4,"Rookie Wave","PSA 9",Football,
10301,,"Tyreek Hill ",PSA,56145817,2020,"Panini Prizm ",120,"Red Ice","PSA 10",Football,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10279,1612156666579x930416819545697200,"Chase Young",PSA,56145818,2020,"Panini Prizm ",383,Base,"PSA 9",Football,10.51
10282,1644886699509x476518824845995970,"Chase Young ",PSA,56145821,2020,"Panini Prizm ",383,"Disco Prizm","PSA 10",Football,62.00
10284,1612156850693x324695524679129200,"Jordan Love",PSA,56145823,2020,"Panini Prizm ",363,Base,"PSA 9",Football,13.50
10286,,"Tom Brady ",PSA,56145825,2020,"Panini Prizm ",255,"Red Ice","PSA 9",Football,
10287,1636696332637x396303939838507500,"Tom Brady",PSA,56145826,2020,"Panini Prizm ",255,Base,"PSA 9",Football,16.00
10289,1612156732127x103343006527719440,"Justin Jefferson",PSA,56145828,2020,"Panini Prizm",398,Base,"PSA 8",Football,12.50
10291,1608510325143x952978007776527100,"Jordan Love",PSA,56145830,2020,"Panini Mosaic ",211,Base,"PSA 7",Football,
10294,,"Tua Tagovailoa",PSA,56145833,2020,"Panini Mosaic",BC15,"Blue Chips","PSA 9",Football,
10254,1615179474062x557345146215116200,"Justin Herbert",PSA,56145835,2020,"Mosaic ",263,Base,"PSA 8",Football,14.50
11127,1601704810980x700526451682967600,"Joe Burrow",PSA,56145836,2020,Mosaic,261,Base,"PSA 9",Football,24.50
11126,1603056773732x387535437701578750,"Joe Burrow",PSA,56145837,2020,Mosaic,201,Base,"PSA 9",Football,38.89
11128,1603056773732x387535437701578750,"Joe Burrow",PSA,56145838,2020,Mosaic,201,Base,"PSA 9",Football,38.89
10238,1607573786691x531997312005439500,"Jalen Hurts",PSA,56145841,2020,"Mosaic ",265,Base,"PSA 9",Football,7.50
10239,1607573786691x531997312005439500,"Jalen Hurts ",PSA,56145842,2020,"Mosaic ",265,Base,"PSA 9",Football,7.50
10240,1607573694589x255561633871953900,"Jalen Hurts",PSA,56145843,2020,"Mosaic ",222,Base,"PSA 9",Football,17.50
10243,1608510320794x640380614236434300,"Justin Jefferson",PSA,56145846,2020,"Mosaic ",209,Base,"PSA 9",Football,14.79
10244,1608510320794x640380614236434300,"Justin Jefferson",PSA,56145847,2020,"Mosaic ",209,Base,"PSA 9",Football,14.79
10245,1608510320794x640380614236434300,"Justin Jefferson",PSA,56145848,2020,"Mosaic ",209,Base,"psa 9",Football,
10246,1608510320794x640380614236434300,"Justin Jefferson",PSA,56145849,2020,"Mosaic ",209,Base,"PSA 9",Football,14.79
10247,,"Justin Herbert",PSA,56145850,2020,"Illusions Mystique ",MY3,Mystique,"PSA 9",Football,
10259,,"Jordan Love ",PSA,56145855,2020,"Panini Illusions ",8,"Yellow Trophy Collection #/149","PSA 10",Football,
10261,,"Tua Tagovailoa  ",PSA,56145857,2020,"Panini Illusions ",6,"Emerald Trophy Collection","PSA 9",Football,
10202,1646244647103x582997695733095600,"Tua Tagovailoa",PSA,56145876,2020,"Panini Absolute ",194,Base,"PSA 9",Football,8.50
10203,1646244647103x582997695733095600,"Tua Tagovailoa",PSA,56145877,2020,"Panini Absolute ",194,Base,"PSA 9",Football,8.50
10204,1646244647103x582997695733095600,"Tua Tagovailoa",PSA,56145878,2020,"Panini Absolute ",194,Base,"PSA 9",Football,8.50
10162,1646244650141x307790044619281860,"Justin Herbert",PSA,56145886,2020,"Panini Absolute ",167,Base,"PSA 9",Football,28.87
10263,1646244650141x307790044619281860,"Justin Herbert",PSA,56145888,2020,"Panini Absolute ",167,Base,"PSA 9",Football,28.87
10267,,"Tua Tagovailoa ",PSA,56145892,2020,"Panini Score ",369,Red,"PSA 9",Football,
10274,1644770360138x975524695978961200,"Justin Herbert",PSA,56145894,2020,"Panini Score",362,Base,"PSA 10",Football,48.00
10225,1644770360138x975524695978961200,"362 Justin Herbert",PSA,56145899,2020,"Panini Score ",362,Base,"PSA 10",Football,48.00
10228,1604688027306x667411047803427200,"Jarrett Culver",PSA,56145902,2019,"Prizm Instant Impact ",24,"Prizm Green","PSA 10","Basketball ",12.50
12466,1598285543256x210682415440230920,"Fernando Tatis Jr ",PSA,56276817,2019,"Topps Chrome",203,Base,"PSA 9",Baseball,46.23
10492,1644770372200x941234061136070500,"Tua Tagovailoa",PSA,56324269,2020,Donruss,302,Base,"PSA 10",Football,41.12
11771,1651013054373x917963157569626800,"Luka Doncic",PSA,56333615,2019,Chronicles,541,Base,"PSA 10",basketball,17.00
11770,1651013054373x917963157569626800,"Luka Doncic",PSA,56333617,2019,Chronicles,541,Base,"PSA 10",basketball,17.00
11769,1651013054373x917963157569626800,"Luka Doncic",PSA,56333618,2019,Chronicles,541,Base,"PSA 10",basketball,17.00
11767,1651013054373x917963157569626800,"Luka Doncic",PSA,56333619,2019,Chronicles,541,Base,"PSA 10",basketball,17.00
11768,1651013054373x917963157569626800,"Luka Doncic",PSA,56333620,2019,Chronicles,541,Base,"PSA 10",basketball,17.00
10522,1644971190551x186131246760506980,"Tom Brady",SGC,5634173,2021,Prestige,HE-5,Base,"SGC 9.5",Football,43.00
13359,,"Connor McDavid",PSA,56397460,2015,"Upper Deck",CM25,"Connor McDavid Collection ","PSA 9",,
13358,,"Connor McDavid",PSA,56397461,2015,"Upper Deck",CM2,"Connor McDavid Collection ","PSA 9",,
13357,,"Connor McDavid",PSA,56397466,2015,"Upper Deck",CM4,"Connor McDavid Collection ","PSA 9",,
13355,,"Connor McDavid",PSA,56397468,2015,"Upper Deck",CM7,"Connor McDavid Collection ","PSA 9",,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
13356,,"Connor McDavid",PSA,56397469,2015,"Upper Deck",CM7,"Connor McDavid Collection ","PSA 9",,
10819,,"Wander Franco",PSA,56410204,2019,"Bowman Mega Box",100,Chrome-Running,"PSA 10","Baseball ",
11342,,"Poke Ball Trainer Card",PSA,56424163,1999,"Pokemon Jungle",,64,"PSA 8",Pokemon,
11384,,"Imp. Prof. Oak",PSA,56424173,1999,Pokemon,,73,"PSA 5",Pokemon,
11649,,"Imp. Oak's Revege",PSA,56424179,2000,"Pokemon Rocket",,76,"PSA 5",Pokemon,
11554,,"Imp Oak's",PSA,56424180,2000,"Pokemon Rocket",,76,"PSA 5",Pokemon,
11657,1651878813620x323044730763346600,Chikorita,PSA,56424181,2000,"Pokemon Neo",54,"1st Edition","PSA 8",Pokemon,19.99
11662,1651878948845x571995102844969500,Magmar,PSA,56424182,2000,"Pokemon Neo",40,"1st Edition","PSA 8",Pokemon,
11430,1651878871821x467554542939681000,Mantine,PSA,56424183,2000,"Pokemon Neo",64,"1st Edition","PSA 8",Pokemon,
11517,1651878897016x319707336556973600,Piloswine,PSA,56424184,2000,"Pokemon Neo",44,"1st Edition","PSA 8",Pokemon,14.02
